,Path,Class,Length
1428,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_169435_2021-169435-0015.npy,0,666
1429,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_169435_2021-169435-0026.npy,0,951
1430,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_169435_2021-169435-0032.npy,0,556
1431,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_169435_2021-169435-0034.npy,0,896
1432,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0004.npy,0,783
1433,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0011.npy,0,911
1434,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0016.npy,0,871
1435,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0021.npy,0,153
1436,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0025.npy,0,159
1437,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0026.npy,0,395
1438,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0029.npy,0,900
1439,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0034.npy,0,991
1440,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235244_2021-235244-0040.npy,0,856
1441,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235245_2021-235245-0011.npy,0,881
1442,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235245_2021-235245-0015.npy,0,230
1443,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235245_2021-235245-0016.npy,0,859
1444,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235245_2021-235245-0022.npy,0,170
1445,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235245_2021-235245-0023.npy,0,462
1446,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_235245_2021-235245-0042.npy,0,486
1447,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0001.npy,0,624
1448,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0004.npy,0,938
1449,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0006.npy,0,364
1450,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0009.npy,0,1011
1451,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0015.npy,0,922
1452,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0016.npy,0,801
1453,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2021\2021_246946_2021-246946-0028.npy,0,923
1454,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0010.npy,0,717
1455,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0011.npy,0,994
1456,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0013.npy,0,866
1457,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0017.npy,0,925
1458,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0025.npy,0,655
1459,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0026.npy,0,917
1460,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0029.npy,0,681
1461,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_22756_2026-22756-0039.npy,0,291
1462,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81608_2026-81608-0003.npy,0,894
1463,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81608_2026-81608-0007.npy,0,1004
1464,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81608_2026-81608-0016.npy,0,976
1465,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81608_2026-81608-0019.npy,0,930
1466,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81608_2026-81608-0032.npy,0,895
1467,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81608_2026-81608-0045.npy,0,282
1468,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81609_2026-81609-0013.npy,0,932
1469,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81609_2026-81609-0015.npy,0,807
1470,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2026\2026_81609_2026-81609-0040.npy,0,307
1471,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0010.npy,0,996
1472,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0021.npy,0,811
1473,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0025.npy,0,995
1474,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0041.npy,0,996
1475,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0045.npy,0,890
1476,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0047.npy,0,679
1477,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_134780_2042-134780-0053.npy,0,906
1478,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_136442_2042-136442-0024.npy,0,988
1479,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_136442_2042-136442-0028.npy,0,978
1480,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_136442_2042-136442-0033.npy,0,813
1481,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_136442_2042-136442-0034.npy,0,1046
1482,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_136442_2042-136442-0037.npy,0,241
1483,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_148298_2042-148298-0000.npy,0,926
1484,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_148298_2042-148298-0003.npy,0,988
1485,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_148298_2042-148298-0005.npy,0,922
1486,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_148298_2042-148298-0006.npy,0,803
1487,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_148298_2042-148298-0011.npy,0,826
1488,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2042\2042_148298_2042-148298-0030.npy,0,840
1489,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_141204_2046-141204-0001.npy,0,702
1490,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_141204_2046-141204-0008.npy,0,973
1491,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_141204_2046-141204-0013.npy,0,933
1492,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_141204_2046-141204-0021.npy,0,750
1493,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_141204_2046-141204-0034.npy,0,848
1494,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_141204_2046-141204-0044.npy,0,930
1495,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_178027_2046-178027-0002.npy,0,920
1496,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_178027_2046-178027-0005.npy,0,932
1497,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2046\2046_178027_2046-178027-0006.npy,0,701
1498,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_157659_2050-157659-0000.npy,0,194
1499,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_157659_2050-157659-0004.npy,0,975
1500,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_157659_2050-157659-0006.npy,0,480
1501,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_157659_2050-157659-0048.npy,0,854
1502,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0007.npy,0,1009
1503,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0011.npy,0,438
1504,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0014.npy,0,941
1505,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0020.npy,0,255
1506,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0027.npy,0,960
1507,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0030.npy,0,364
1508,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164332_2050-164332-0032.npy,0,933
1509,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164335_2050-164335-0004.npy,0,1053
1510,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164335_2050-164335-0018.npy,0,1009
1511,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164335_2050-164335-0020.npy,0,1020
1512,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164335_2050-164335-0033.npy,0,853
1513,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164335_2050-164335-0046.npy,0,348
1514,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2050\2050_164335_2050-164335-0055.npy,0,408
1515,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0018.npy,0,753
1516,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0022.npy,0,941
1517,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0031.npy,0,515
1518,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0038.npy,0,1018
1519,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0044.npy,0,397
1520,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0056.npy,0,838
1521,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0063.npy,0,208
1522,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0068.npy,0,810
1523,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2051\2051_153962_2051-153962-0090.npy,0,542
1524,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_109873_2062-109873-0003.npy,0,801
1525,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_109873_2062-109873-0006.npy,0,1028
1526,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_109873_2062-109873-0013.npy,0,894
1527,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_109873_2062-109873-0015.npy,0,1047
1528,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0015.npy,0,929
1529,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0035.npy,0,508
1530,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0043.npy,0,914
1531,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0052.npy,0,860
1532,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0061.npy,0,868
1533,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0064.npy,0,1020
1534,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0075.npy,0,879
1535,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0082.npy,0,932
1536,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0083.npy,0,983
1537,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0085.npy,0,1071
1538,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0089.npy,0,904
1539,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2062\2062_143900_2062-143900-0090.npy,0,931
1540,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0001.npy,0,766
1541,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0003.npy,0,938
1542,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0013.npy,0,912
1543,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0025.npy,0,1002
1544,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0027.npy,0,956
1545,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0042.npy,0,812
1546,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0053.npy,0,745
1547,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148525_2063-148525-0055.npy,0,935
1548,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148526_2063-148526-0014.npy,0,1033
1549,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148526_2063-148526-0022.npy,0,744
1550,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2063\2063_148526_2063-148526-0025.npy,0,860
1551,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143535_2067-143535-0001.npy,0,836
1552,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143535_2067-143535-0008.npy,0,932
1553,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143535_2067-143535-0022.npy,0,959
1554,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143535_2067-143535-0038.npy,0,929
1555,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143536_2067-143536-0021.npy,0,883
1556,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143536_2067-143536-0033.npy,0,932
1557,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2067\2067_143536_2067-143536-0042.npy,0,903
1558,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0007.npy,0,608
1559,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0008.npy,0,342
1560,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0010.npy,0,336
1561,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0016.npy,0,383
1562,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0027.npy,0,941
1563,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0028.npy,0,486
1564,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0037.npy,0,658
1565,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0040.npy,0,1038
1566,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0041.npy,0,637
1567,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0043.npy,0,200
1568,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0070.npy,0,975
1569,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2068\2068_146217_2068-146217-0071.npy,0,452
1570,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_133059_2089-133059-0002.npy,0,877
1571,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_133059_2089-133059-0003.npy,0,378
1572,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_133059_2089-133059-0004.npy,0,287
1573,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_133059_2089-133059-0027.npy,0,881
1574,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_133059_2089-133059-0033.npy,0,987
1575,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_133059_2089-133059-0034.npy,0,954
1576,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0007.npy,0,797
1577,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0011.npy,0,314
1578,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0021.npy,0,462
1579,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0030.npy,0,906
1580,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0033.npy,0,1045
1581,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0035.npy,0,930
1582,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0037.npy,0,881
1583,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148992_2089-148992-0039.npy,0,495
1584,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0001.npy,0,971
1585,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0002.npy,0,939
1586,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0006.npy,0,922
1587,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0016.npy,0,860
1588,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0028.npy,0,994
1589,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0032.npy,0,1000
1590,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0038.npy,0,535
1591,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0041.npy,0,867
1592,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0042.npy,0,564
1593,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0047.npy,0,939
1594,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0054.npy,0,876
1595,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2089\2089_148996_2089-148996-0058.npy,0,802
1596,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_147030_2090-147030-0015.npy,0,666
1597,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_147030_2090-147030-0041.npy,0,958
1598,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_149737_2090-149737-0018.npy,0,355
1599,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_149737_2090-149737-0025.npy,0,650
1600,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_149737_2090-149737-0026.npy,0,954
1601,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_149737_2090-149737-0029.npy,0,1004
1602,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_149737_2090-149737-0035.npy,0,795
1603,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_149737_2090-149737-0037.npy,0,658
1604,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0006.npy,0,830
1605,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0012.npy,0,670
1606,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0014.npy,0,1056
1607,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0017.npy,0,904
1608,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0027.npy,0,700
1609,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0033.npy,0,1070
1610,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0042.npy,0,899
1611,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2090\2090_151646_2090-151646-0046.npy,0,155
1612,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0000.npy,0,788
1613,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0021.npy,0,737
1614,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0023.npy,0,1007
1615,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0038.npy,0,896
1616,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0044.npy,0,643
1617,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0050.npy,0,985
1618,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0060.npy,0,502
1619,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0069.npy,0,936
1620,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0070.npy,0,854
1621,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0073.npy,0,465
1622,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0074.npy,0,1051
1623,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0075.npy,0,721
1624,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2096\2096_136868_2096-136868-0079.npy,0,456
1625,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0002.npy,0,300
1626,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0009.npy,0,957
1627,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0012.npy,0,921
1628,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0016.npy,0,1013
1629,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0020.npy,0,741
1630,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0022.npy,0,807
1631,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0026.npy,0,948
1632,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0030.npy,0,953
1633,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_75220_2104-75220-0031.npy,0,711
1634,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78240_2104-78240-0006.npy,0,962
1635,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78240_2104-78240-0007.npy,0,950
1636,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78240_2104-78240-0016.npy,0,304
1637,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0001.npy,0,133
1638,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0002.npy,0,738
1639,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0012.npy,0,918
1640,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0014.npy,0,988
1641,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0020.npy,0,855
1642,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0021.npy,0,958
1643,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0029.npy,0,902
1644,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0031.npy,0,953
1645,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0038.npy,0,587
1646,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0046.npy,0,766
1647,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2104\2104_78253_2104-78253-0047.npy,0,650
1648,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2122\2122_149350_2122-149350-0006.npy,0,970
1649,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2122\2122_149350_2122-149350-0010.npy,0,1017
1650,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2122\2122_149350_2122-149350-0021.npy,0,916
1651,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2122\2122_149350_2122-149350-0026.npy,0,937
1652,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2122\2122_149350_2122-149350-0028.npy,0,939
1653,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2122\2122_149350_2122-149350-0037.npy,0,307
1654,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_160867_2140-160867-0016.npy,0,792
1655,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_160867_2140-160867-0018.npy,0,555
1656,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_160867_2140-160867-0020.npy,0,776
1657,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_160867_2140-160867-0022.npy,0,895
1658,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_160867_2140-160867-0032.npy,0,860
1659,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_17255_2140-17255-0016.npy,0,994
1660,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_17255_2140-17255-0020.npy,0,374
1661,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_17255_2140-17255-0034.npy,0,541
1662,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_17255_2140-17255-0039.npy,0,860
1663,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_17255_2140-17255-0040.npy,0,740
1664,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_17255_2140-17255-0045.npy,0,758
1665,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_39822_2140-39822-0008.npy,0,277
1666,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_39822_2140-39822-0013.npy,0,952
1667,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_39822_2140-39822-0023.npy,0,400
1668,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2140\2140_39822_2140-39822-0037.npy,0,743
1669,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2143\2143_145731_2143-145731-0011.npy,0,206
1670,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2143\2143_145731_2143-145731-0012.npy,0,781
1671,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2143\2143_145731_2143-145731-0022.npy,0,930
1672,C:\Users\boris\Documents\notebok\госзнак\train\train\clean\2143\2143_145731_2143-145731-0030.npy,0,887
